source,target
他 们 也 有 年 也 有 节 逢 年 过 节 除 了 换 件 干 净 衣 裳 吃 得 好 些 就 是 聚 在 起 赌 钱 赌 具 也 是 钱 打 钱 滚 钱 打 钱 各 人 拿 出 二 十 铜 元 叠 成 很 高 的 摞 参 与 者 远 远 地 用 个 钱 向 这 摞 铜 钱 砸 去 砸 倒 多 少 取 多 少 滚 钱 又 叫 滚 五 七 寸 在 片 空 场 上 各 人 放 摞 钱 块 整 砖 支 起 个 斜 坡 用 个 铜 元 由 砖 面 落 下 向 钱 注 密 处 滚 去 钱 停 住 后 用 事 前 备 好 的 两 根 草 棍 量 量 如 距 钱 注 五 寸 滚 钱 者 即 可 吃 掉 这 注 距 离 七 寸 反 赔 出 与 此 注 相 同 之 数 这 种 古 老 的 博 法 使 挑 夫 们 得 到 极 大 的 快 乐 旁 观 的 闲 人 也 不 时 大 声 喝 彩 为 他 们 助 兴,ta1 men ye3 yo3u nia2n ye3 yo3u jie2 fe2ng nia2n guo4 jie2 chu2 le hua4n jia4n ga4n ji4ng yi1 shang chi1 de2 ha3o xie1 jiu4 shi4 ju4 za4i qi3 du3 qia2n du3 ju4 ye3 shi4 qia2n da3 qia2n gu3n qia2n da3 qia2n ge4 re2n na2 chu1 e4r shi2 to2ng yua2n die2 che2ng he3n ga1o de luo4 ca1n yu3 zhe3 yua3n yua3n de yo4ng ge4 qia2n xia4ng zhe4 luo4 to2ng qia2n za2 qu4 za2 da4o duo1 sha3o qu3 duo1 sha3o gu3n qia2n yo4u jia4o gu3n wu3 qi1 cu4n za4i pia4n ko1ng cha3ng sha4ng ge4 re2n fa4ng luo4 qia2n kua4i zhe3ng zhua1n zhi1 qi3 ge4 xie2 po1 yo4ng ge4 to2ng yua2n yo2u zhua1n mia4n luo4 xia4 xia4ng qia2n zhu4 mi4 chu4 gu3n qu4 qia2n ti2ng zhu4 ho4u yo4ng shi4 qia2n be4i ha3o de lia3ng ge1n ca3o gu4n lia4ng lia4ng ru2 ju4 qia2n zhu4 wu3 cu4n gu3n qia2n zhe3 ji2 ke3 chi1 dia4o zhe4 zhu4 ju4 li2 qi1 cu4n fa3n pe2i chu1 yu3 ci3 zhu4 xia1ng to2ng zhi1 shu4 zhe4 zho3ng gu3 la3o de bo2 fa3 shi3 tia1o fu1 men de2 da4o ji2 da4 de kua4i le4 pa2ng gua1n de xia2n re2n ye3 bu4 shi2 da4 she1ng he1 ca3i we4i ta1 men zhu4 xi4ng
这 里 的 姑 娘 媳 妇 也 都 能 挑 她 们 挑 得 不 比 男 人 少 走 得 不 比 男 人 慢 挑 鲜 货 是 她 们 的 专 业 大 概 是 觉 得 这 种 水 淋 淋 的 东 西 对 女 人 更 相 宜 男 人 们 是 不 屑 于 去 挑 的 这 些 女 将 都 生 得 颀 长 俊 俏 浓 黑 的 头 发 上 涂 了 很 多 梳 头 油 梳 得 油 光 水 滑 照 当 地 说 法 是 苍 蝇 站 上 去 都 会 闪 了 腿 脑 后 的 发 髻 都 极 大 发 髻 的 大 红 头 绳 的 发 根 长 到 二 寸 老 远 就 看 到 通 红 的 截 她 们 的 发 髻 的 侧 总 要 插 点 什 么 东 西 清 明 插 个 柳 球 杨 柳 的 嫩 枝 头 拿 牙 咬 着 把 柳 枝 的 外 皮 连 同 鹅 黄 的 柳 叶 使 劲 往 下 抹 成 个 小 小 球 形 端 午 插 丛 艾 叶 有 鲜 花 时 插 朵 栀 子 朵 夹 竹 桃 无 鲜 花 时 插 朵 大 红 剪 绒 花 因 为 常 年 挑 担 衣 服 的 肩 膀 处 易 破 她 们 的 托 肩 多 半 是 换 过 的 旧 衣 服 新 托 肩 颜 色 不 样 这 几 乎 成 了 大 淖 妇 女 的 特 有 的 服 饰 二 十 个 姑 娘 媳 妇 挑 着 担 担 紫 红 的 荸 荠 碧 绿 的 菱 角 雪 白 的 连 枝 藕 走 成 长 串 风 摆 柳 似 的 嚓 嚓 地 走 过 好 看 得 很,zhe4 li3 de gu1 nia2ng xi2 fu4 ye3 do1u ne2ng tia1o ta1 men tia1o de2 bu4 bi3 na2n re2n sha3o zo3u de2 bu4 bi3 na2n re2n ma4n tia1o xia1n huo4 shi4 ta1 men de zhua1n ye4 da4 ga4i shi4 jue2 de2 zhe4 zho3ng shui3 li2n li2n de do1ng xi1 dui4 nv3 re2n ge4ng xia1ng yi2 na2n re2n men shi4 bu4 xie4 yu2 qu4 tia1o de zhe4 xie1 nv3 jia1ng do1u she1ng de2 qi2 zha3ng ju4n qia4o no2ng he1i de to2u fa1 sha4ng tu2 le he3n duo1 shu1 to2u yo2u shu1 de2 yo2u gua1ng shui3 hua2 zha4o da1ng de shuo1 fa3 shi4 ca1ng yi2ng zha4n sha4ng qu4 do1u hui4 sha3n le tui3 na3o ho4u de fa1 ji4 do1u ji2 da4 fa1 ji4 de da4 ho2ng to2u she2ng de fa1 ge1n zha3ng da4o e4r cu4n la3o yua3n jiu4 ka4n da4o to1ng ho2ng de jie2 ta1 men de fa1 ji4 de ce4 zo3ng ya4o cha1 dia3n she2n me do1ng xi1 qi1ng mi2ng cha1 ge4 liu3 qiu2 ya2ng liu3 de ne4n zhi1 to2u na2 ya2 ya3o zhe ba3 liu3 zhi1 de wa4i pi2 lia2n to2ng e2 hua2ng de liu3 ye4 shi3 ji4n wa3ng xia4 mo3 che2ng ge4 xia3o xia3o qiu2 xi2ng dua1n wu3 cha1 co2ng a4i ye4 yo3u xia1n hua1 shi2 cha1 duo3 zhi1 zi duo3 jia1 zhu2 ta2o wu2 xia1n hua1 shi2 cha1 duo3 da4 ho2ng jia3n ro2ng hua1 yi1n we4i cha2ng nia2n tia1o da1n yi1 fu2 de jia1n ba3ng chu4 yi4 po4 ta1 men de tuo1 jia1n duo1 ba4n shi4 hua4n guo4 de jiu4 yi1 fu2 xi1n tuo1 jia1n ya2n se4 bu4 ya4ng zhe4 ji3 hu1 che2ng le da4 na4o fu4 nv3 de te4 yo3u de fu2 shi4 e4r shi2 ge4 gu1 nia2ng xi2 fu4 tia1o zhe da1n da1n zi3 ho2ng de bi2 ji4 bi4 lv4 de li2ng jia3o xue3 ba2i de lia2n zhi1 o3u zo3u che2ng zha3ng chua4n fe1ng ba3i liu3 shi4 de ca1 ca1 de zo3u guo4 ha3o ka4n de2 he3n
她 们 像 男 人 样 的 挣 钱 走 相 坐 相 也 像 男 人 走 起 来 阵 风 坐 下 来 两 条 腿 叉 得 很 开 她 们 像 男 人 样 赤 脚 穿 草 鞋 脚 指 甲 却 用 凤 仙 花 染 红 她 们 嘴 里 不 忌 生 冷 男 人 怎 么 说 话 她 们 怎 么 说 话 她 们 也 用 男 人 骂 人 的 话 骂 人 打 起 号 子 来 也 是 好 大 娘 个 歪 歪 子 咧 歪 歪 子 咧,ta1 men xia4ng na2n re2n ya4ng de zhe1ng qia2n zo3u xia1ng zuo4 xia1ng ye3 xia4ng na2n re2n zo3u qi3 la2i zhe4n fe1ng zuo4 xia4 la2i lia3ng tia2o tui3 cha1 de2 he3n ka1i ta1 men xia4ng na2n re2n ya4ng chi4 jia3o chua1n ca3o xie2 jia3o zhi3 jia3 que4 yo4ng fe4ng xia1n hua1 ra3n ho2ng ta1 men zui3 li3 bu4 ji4 she1ng le3ng na2n re2n ze3n me shuo1 hua4 ta1 men ze3n me shuo1 hua4 ta1 men ye3 yo4ng na2n re2n ma4 re2n de hua4 ma4 re2n da3 qi3 ha4o zi la2i ye3 shi4 ha3o da4 nia2ng ge4 wa1i wa1i zi lie3 wa1i wa1i zi lie3
没 出 门 子 的 姑 娘 还 文 雅 点 做 了 媳 妇 就 简 直 是 姜 太 公 在 此 百 无 禁 忌 要 多 野 有 多 野 有 个 老 光 棍 黄 海 龙 年 轻 时 也 是 挑 夫 后 来 腿 脚 有 了 点 毛 病 就 在 码 头 上 看 看 稻 船 收 收 筹 子 这 老 头 儿 老 没 正 轻 把 胡 子 了 还 喜 欢 在 媳 妇 们 的 胸 前 屁 股 上 摸 把 拧 下 按 辈 分 他 应 当 被 这 些 媳 妇 称 呼 声 叔 公 可 是 谁 都 管 他 叫 老 骚 胡 子 有 天 他 又 动 手 动 脚 的 几 个 媳 妇 咬 耳 朵 二 三 齐 上 手 眨 眼 之 间 叔 公 的 裤 子 就 挂 在 大 树 顶 上 了 有 回 叔 公 听 见 卖 饺 面 的 挑 着 担 子 敲 着 竹 梆 走 来 他 又 来 劲 了 你 们 敢 不 敢 到 淖 里 洗 个 澡 敢 我 个 人 输 你 们 两 碗 饺 面 真 的 真 的 好 几 个 媳 妇 脱 了 衣 服 跳 到 淖 里 扑 通 扑 通 洗 了 会 爬 上 岸 就 大 声 喊 叫,me2i chu1 me2n zi de gu1 nia2ng ha2i we2n ya3 dia3n zuo4 le xi2 fu4 jiu4 jia3n zhi2 shi4 jia1ng ta4i go1ng za4i ci3 ba3i wu2 ji4n ji4 ya4o duo1 ye3 yo3u duo1 ye3 yo3u ge4 la3o gua1ng gu4n hua2ng ha3i lo2ng nia2n qi1ng shi2 ye3 shi4 tia1o fu1 ho4u la2i tui3 jia3o yo3u le dia3n ma2o bi4ng jiu4 za4i ma3 to2u sha4ng ka4n ka4n da4o chua2n sho1u sho1u cho2u zi zhe4 la3o to2u e2r la3o me2i zhe4ng qi1ng ba3 hu2 zi le ha2i xi3 hua1n za4i xi2 fu4 men de xio1ng qia2n pi4 gu3 sha4ng mo1 ba3 ni2ng xia4 a4n be4i fe1n ta1 yi1ng da1ng be4i zhe4 xie1 xi2 fu4 che1ng hu1 she1ng shu1 go1ng ke3 shi4 she2i do1u gua3n ta1 jia4o la3o sa1o hu2 zi yo3u tia1n ta1 yo4u do4ng sho3u do4ng jia3o de ji3 ge4 xi2 fu4 ya3o e3r duo3 e4r sa1n qi2 sha4ng sho3u zha3 ya3n zhi1 jia1n shu1 go1ng de ku4 zi jiu4 gua4 za4i da4 shu4 di3ng sha4ng le yo3u hui2 shu1 go1ng ti1ng jia4n ma4i jia3o mia4n de tia1o zhe da1n zi qia1o zhe zhu2 ba1ng zo3u la2i ta1 yo4u la2i ji4n le ni3 men ga3n bu4 ga3n da4o na4o li3 xi3 ge4 za3o ga3n wo3 ge4 re2n shu1 ni3 men lia3ng wa3n jia3o mia4n zhe1n de zhe1n de ha3o ji3 ge4 xi2 fu4 tuo1 le yi1 fu2 tia4o da4o na4o li3 pu1 to1ng pu1 to1ng xi3 le hui4 pa2 sha4ng a4n jiu4 da4 she1ng ha3n jia4o
下 面,xia4 mia4n
这 里 人 家 的 婚 嫁 极 少 明 媒 正 娶 花 轿 吹 鼓 手 是 挣 不 着 他 们 的 钱 的 媳 妇 多 是 自 己 跑 来 的 姑 娘 般 是 自 己 找 人 他 们 在 男 女 关 系 上 是 比 较 随 便 的 姑 娘 在 家 生 私 孩 子 个 媳 妇 在 丈 夫 之 外 再 靠 个 不 是 稀 奇 事 这 里 的 女 人 和 男 人 好 还 是 恼 只 有 个 标 准 情 愿 有 的 姑 娘 媳 妇 相 与 了 个 男 人 自 然 也 跟 他 要 钱 买 花 戴 但 是 有 的 不 但 不 要 他 们 的 钱 反 而 把 钱 给 他 花 叫 做 倒 贴,zhe4 li3 re2n jia1 de hu1n jia4 ji2 sha3o mi2ng me2i zhe4ng qu3 hua1 jia4o chui1 gu3 sho3u shi4 zhe1ng bu4 zhe ta1 men de qia2n de xi2 fu4 duo1 shi4 zi4 ji3 pa3o la2i de gu1 nia2ng ba1n shi4 zi4 ji3 zha3o re2n ta1 men za4i na2n nv3 gua1n xi4 sha4ng shi4 bi3 jia4o sui2 bia4n de gu1 nia2ng za4i jia1 she1ng si1 ha2i zi ge4 xi2 fu4 za4i zha4ng fu1 zhi1 wa4i za4i ka4o ge4 bu4 shi4 xi1 qi2 shi4 zhe4 li3 de nv3 re2n he2 na2n re2n ha3o ha2i shi4 na3o zhi3 yo3u ge4 bia1o zhu3n qi2ng yua4n yo3u de gu1 nia2ng xi2 fu4 xia1ng yu3 le ge4 na2n re2n zi4 ra2n ye3 ge1n ta1 ya4o qia2n ma3i hua1 da4i da4n shi4 yo3u de bu4 da4n bu4 ya4o ta1 men de qia2n fa3n e2r ba3 qia2n ge3i ta1 hua1 jia4o zuo4 da4o tie1
因 此 街 里 的 人 说 这 里 风 气 不 好,yi1n ci3 jie1 li3 de re2n shuo1 zhe4 li3 fe1ng qi4 bu4 ha3o
到 底 是 哪 里 的 风 气 更 好 些 呢 难 说,da4o di3 shi4 na3 li3 de fe1ng qi4 ge4ng ha3o xie1 ne na2n shuo1
半 馄 饨 半 面 下 在 起 当 地 叫 做 饺 面,ba4n hu2n tu2n ba4n mia4n xia4 za4i qi3 da1ng de jia4o zuo4 jia3o mia4n
四,si4
大 淖 东 头 有 户 人 家 这 家 只 有 两 口 人 父 亲 和 女 儿 父 亲 名 叫 黄 海 蛟 是 黄 海 龙 的 堂 弟 挑 夫 里 姓 黄 的 多 原 来 是 挑 夫 里 的 把 好 手 他 专 能 上 高 跳 这 地 方 大 粮 行 的 窝 积 长 条 芦 席 围 成 的 粮 囤 高 到 三 四 丈 只 支 只 单 跳 很 陡 上 高 跳 要 提 着 气 口 气 窜 上 去 中 途 不 能 停 留 遇 到 上 了 点 岁 数 的 或 者 女 将 抬 头 看 看 高 跳 有 点 含 胡 他 就 走 过 去 接 过 百 五 十 斤 的 担 子 支 箭 似 的 上 到 跳 顶 两 手 提 把 两 箩 稻 子 倒 在 窝 积 里 随 即 三 五 步 就 下 到 平 地 因 为 为 人 忠 诚 老 实 二 十 五 岁 了 还 没 有 成 亲 那 年 在 车 逻 挑 粮 食 遇 到 个 姑 娘 向 他 问 路 这 姑 娘 留 着 长 长 的 刘 海 梳 了 个 苏 州 俏 的 发 髻 还 抹 了 点 胭 脂 眼 色 张 皇 神 情 焦 急 她 问 路 可 是 连 个 准 地 名 都 说 不 清 看 就 知 道 是 大 户 人 家 逃 出 来 的 使 女 黄 海 蛟 和 她 攀 谈 了 会 这 姑 娘 就 表 示 愿 意 跟 着 他 过 她 叫 莲 子 这 地 方 丫 头 使 女 多 叫 莲 子,da4 na4o do1ng to2u yo3u hu4 re2n jia1 zhe4 jia1 zhi3 yo3u lia3ng ko3u re2n fu4 qi1n he2 nv3 e2r fu4 qi1n mi2ng jia4o hua2ng ha3i jia1o shi4 hua2ng ha3i lo2ng de ta2ng di4 tia1o fu1 li3 xi4ng hua2ng de duo1 yua2n la2i shi4 tia1o fu1 li3 de ba3 ha3o sho3u ta1 zhua1n ne2ng sha4ng ga1o tia4o zhe4 de fa1ng da4 lia2ng xi2ng de wo1 ji1 zha3ng tia2o lu2 xi2 we2i che2ng de lia2ng du4n ga1o da4o sa1n si4 zha4ng zhi3 zhi1 zhi3 da1n tia4o he3n do3u sha4ng ga1o tia4o ya4o ti2 zhe qi4 ko3u qi4 cua4n sha4ng qu4 zho1ng tu2 bu4 ne2ng ti2ng liu2 yu4 da4o sha4ng le dia3n sui4 shu4 de huo4 zhe3 nv3 jia1ng ta2i to2u ka4n ka4n ga1o tia4o yo3u dia3n ha2n hu2 ta1 jiu4 zo3u guo4 qu4 jie1 guo4 ba3i wu3 shi2 ji1n de da1n zi zhi1 jia4n shi4 de sha4ng da4o tia4o di3ng lia3ng sho3u ti2 ba3 lia3ng luo2 da4o zi da4o za4i wo1 ji1 li3 sui2 ji2 sa1n wu3 bu4 jiu4 xia4 da4o pi2ng de yi1n we4i we4i re2n zho1ng che2ng la3o shi2 e4r shi2 wu3 sui4 le ha2i me2i yo3u che2ng qi1n na4 nia2n za4i che1 luo2 tia1o lia2ng shi2 yu4 da4o ge4 gu1 nia2ng xia4ng ta1 we4n lu4 zhe4 gu1 nia2ng liu2 zhe zha3ng zha3ng de liu2 ha3i shu1 le ge4 su1 zho1u qia4o de fa1 ji4 ha2i mo3 le dia3n ya1n zhi1 ya3n se4 zha1ng hua2ng she2n qi2ng jia1o ji2 ta1 we4n lu4 ke3 shi4 lia2n ge4 zhu3n de mi2ng do1u shuo1 bu4 qi1ng ka4n jiu4 zhi1 da4o shi4 da4 hu4 re2n jia1 ta2o chu1 la2i de shi3 nv3 hua2ng ha3i jia1o he2 ta1 pa1n ta2n le hui4 zhe4 gu1 nia2ng jiu4 bia3o shi4 yua4n yi4 ge1n zhe ta1 guo4 ta1 jia4o lia2n zi zhe4 de fa1ng ya1 to2u shi3 nv3 duo1 jia4o lia2n zi
莲 子 和 黄 海 蛟 过 了 年 给 他 生 了 个 女 儿 七 月 生 的 生 下 的 时 候 满 天 都 是 五 色 云 彩 就 取 名 叫 做 巧 云,lia2n zi he2 hua2ng ha3i jia1o guo4 le nia2n ge3i ta1 she1ng le ge4 nv3 e2r qi1 yue4 she1ng de she1ng xia4 de shi2 ho4u ma3n tia1n do1u shi4 wu3 se4 yu2n ca3i jiu4 qu3 mi2ng jia4o zuo4 qia3o yu2n
莲 子 的 手 很 巧 也 勤 快 只 是 爱 穿 件 华 丝 葛 的 裤 子 爱 吃 点 瓜 子 零 食 还 爱 唱 打 牙 牌 之 类 的 小 调 凉 月 子 出 照 楼 梢 打 个 呵 欠 伸 懒 腰 瞌 睡 子 又 上 来 了 哎 哟 哎 哟 瞌 睡 子 又 上 来 了 这 和 大 淖 的 乡 风 不 大 样,lia2n zi de sho3u he3n qia3o ye3 qi2n kua4i zhi3 shi4 a4i chua1n jia4n hua2 si1 ge2 de ku4 zi a4i chi1 dia3n gua1 zi li2ng shi2 ha2i a4i cha4ng da3 ya2 pa2i zhi1 le4i de xia3o dia4o lia2ng yue4 zi chu1 zha4o lo2u sha1o da3 ge4 he1 qia4n she1n la3n ya1o ke1 shui4 zi yo4u sha4ng la2i le a1i yo1 a1i yo1 ke1 shui4 zi yo4u sha4ng la2i le zhe4 he2 da4 na4o de xia1ng fe1ng bu4 da4 ya4ng
巧 云 三 岁 那 年 她 的 妈 莲 子 终 于 和 个 过 路 戏 班 子 的 个 唱 小 生 的 跑 了 那 天 黄 海 蛟 正 在 马 棚 湾 莲 子 把 黄 海 蛟 的 衣 裳 都 浆 洗 了 遍 巧 云 的 小 衣 裳 也 收 拾 在 起 闷 了 锅 饭 还 给 老 黄 打 了 半 斤 酒 把 孩 子 托 给 邻 居 说 是 她 出 门 有 点 事 锁 了 门 从 此 就 不 知 去 向 了,qia3o yu2n sa1n sui4 na4 nia2n ta1 de ma1 lia2n zi zho1ng yu2 he2 ge4 guo4 lu4 xi4 ba1n zi de ge4 cha4ng xia3o she1ng de pa3o le na4 tia1n hua2ng ha3i jia1o zhe4ng za4i ma3 pe2ng wa1n lia2n zi ba3 hua2ng ha3i jia1o de yi1 shang do1u jia1ng xi3 le bia4n qia3o yu2n de xia3o yi1 shang ye3 sho1u shi2 za4i qi3 me4n le guo1 fa4n ha2i ge3i la3o hua2ng da3 le ba4n ji1n jiu3 ba3 ha2i zi tuo1 ge3i li2n ju1 shuo1 shi4 ta1 chu1 me2n yo3u dia3n shi4 suo3 le me2n co2ng ci3 jiu4 bu4 zhi1 qu4 xia4ng le
巧 云 的 妈 跑 了 黄 海 蛟 倒 没 有 怎 么 伤 心 难 过 这 种 事 情 在 大 淖 这 个 地 方 也 值 不 得 大 惊 小 怪 养 熟 的 鸟 还 有 飞 走 的 时 候 呢 何 况 是 个 人 只 是 她 留 下 的 这 块 肉 黄 海 蛟 实 在 是 疼 得 不 行 他 不 愿 巧 云 在 后 娘 的 眼 皮 底 下 委 委 屈 屈 地 生 活 因 此 发 心 不 再 续 娶 他 就 又 当 爹 又 当 妈 和 女 儿 巧 云 在 起 过 了 十 几 年 他 不 愿 巧 云 去 挑 扁 担 巧 云 从 十 四 岁 就 学 会 结 鱼 网 和 打 芦 席,qia3o yu2n de ma1 pa3o le hua2ng ha3i jia1o da4o me2i yo3u ze3n me sha1ng xi1n na2n guo4 zhe4 zho3ng shi4 qi2ng za4i da4 na4o zhe4 ge4 de fa1ng ye3 zhi2 bu4 de2 da4 ji1ng xia3o gua4i ya3ng shu2 de nia3o ha2i yo3u fe1i zo3u de shi2 ho4u ne he2 kua4ng shi4 ge4 re2n zhi3 shi4 ta1 liu2 xia4 de zhe4 kua4i ro4u hua2ng ha3i jia1o shi2 za4i shi4 te2ng de2 bu4 xi2ng ta1 bu4 yua4n qia3o yu2n za4i ho4u nia2ng de ya3n pi2 di3 xia4 we3i we3i qu1 qu1 de she1ng huo2 yi1n ci3 fa1 xi1n bu4 za4i xu4 qu3 ta1 jiu4 yo4u da1ng die1 yo4u da1ng ma1 he2 nv3 e2r qia3o yu2n za4i qi3 guo4 le shi2 ji3 nia2n ta1 bu4 yua4n qia3o yu2n qu4 tia1o bia3n da1n qia3o yu2n co2ng shi2 si4 sui4 jiu4 xue2 hui4 jie2 yu2 wa3ng he2 da3 lu2 xi2
巧 云 十 五 岁 长 成 了 朵 花 身 材 脸 盘 都 像 妈 瓜 子 脸 边 有 个 很 深 的 酒 窝 眉 毛 黑 如 鸦 翅 长 入 鬓 角 眼 角 有 点 吊 是 双 凤 眼 睫 毛 很 长 因 此 显 得 眼 睛 经 常 是 眯 皠 着 忽 然 回 头 睁 得 大 大 的 带 点 吃 惊 而 专 注 的 神 情 好 像 听 到 远 处 有 人 叫 她 似 的 她 在 门 外 的 两 棵 树 杈 之 间 结 网 在 淖 边 平 地 上 织 席 就 有 些 少 年 人 装 着 有 事 的 样 子 来 来 去 去 她 上 街 买 东 西 甭 管 是 买 肉 买 菜 打 油 打 酒 撕 布 量 头 绳 买 梳 头 油 雪 花 膏 买 石 碱 浆 块 同 样 的 钱 她 买 回 来 分 量 都 比 别 人 多 东 西 都 比 别 人 的 好 这 个 奥 秘 早 被 大 娘 大 婶 们 发 现 她 们 都 托 她 买 东 西 只 要 巧 云 上 街 都 挎 了 好 几 个 竹 篮 回 来 时 压 得 两 个 胳 臂 酸 疼 酸 疼 泰 山 庙 唱 戏 人 家 都 自 己 扛 了 板 凳 去 巧 云 散 着 手 就 去 了 去 了 总 有 人 给 她 找 个 得 看 的 好 座 台 上 的 戏 唱 得 正 热 闹 但 是 没 有 多 少 人 叫 好 因 为 好 些 人 不 是 在 看 戏 是 看 她,qia3o yu2n shi2 wu3 sui4 zha3ng che2ng le duo3 hua1 she1n ca2i lia3n pa2n do1u xia4ng ma1 gua1 zi lia3n bia1n yo3u ge4 he3n she1n de jiu3 wo1 me2i ma2o he1i ru2 ya1 chi4 zha3ng ru4 bi4n jia3o ya3n jia3o yo3u dia3n dia4o shi4 shua1ng fe4ng ya3n jie2 ma2o he3n zha3ng yi1n ci3 xia3n de2 ya3n ji1ng ji1ng cha2ng shi4 mi1 cui3 zhe hu1 ra2n hui2 to2u zhe1ng de2 da4 da4 de da4i dia3n chi1 ji1ng e2r zhua1n zhu4 de she2n qi2ng ha3o xia4ng ti1ng da4o yua3n chu4 yo3u re2n jia4o ta1 shi4 de ta1 za4i me2n wa4i de lia3ng ke1 shu4 cha1 zhi1 jia1n jie2 wa3ng za4i na4o bia1n pi2ng de sha4ng zhi1 xi2 jiu4 yo3u xie1 sha3o nia2n re2n zhua1ng zhe yo3u shi4 de ya4ng zi la2i la2i qu4 qu4 ta1 sha4ng jie1 ma3i do1ng xi1 be2ng gua3n shi4 ma3i ro4u ma3i ca4i da3 yo2u da3 jiu3 si1 bu4 lia4ng to2u she2ng ma3i shu1 to2u yo2u xue3 hua1 ga1o ma3i shi2 jia3n jia1ng kua4i to2ng ya4ng de qia2n ta1 ma3i hui2 la2i fe1n lia4ng do1u bi3 bie2 re2n duo1 do1ng xi1 do1u bi3 bie2 re2n de ha3o zhe4 ge4 a4o mi4 za3o be4i da4 nia2ng da4 she3n men fa1 xia4n ta1 men do1u tuo1 ta1 ma3i do1ng xi1 zhi3 ya4o qia3o yu2n sha4ng jie1 do1u kua4 le ha3o ji3 ge4 zhu2 la2n hui2 la2i shi2 ya1 de2 lia3ng ge4 ge1 bi4 sua1n te2ng sua1n te2ng ta4i sha1n mia4o cha4ng xi4 re2n jia1 do1u zi4 ji3 ka2ng le ba3n de4ng qu4 qia3o yu2n sa4n zhe sho3u jiu4 qu4 le qu4 le zo3ng yo3u re2n ge3i ta1 zha3o ge4 de2 ka4n de ha3o zuo4 ta2i sha4ng de xi4 cha4ng de2 zhe4ng re4 na4o da4n shi4 me2i yo3u duo1 sha3o re2n jia4o ha3o yi1n we4i ha3o xie1 re2n bu4 shi4 za4i ka4n xi4 shi4 ka4n ta1
巧 云 十 六 了 该 张 罗 着 自 己 的 事 了 谁 家 会 把 这 朵 花 迎 走 呢 炕 房 的 老 大 浆 坊 的 老 二 鲜 货 行 的 老 三 他 们 都 有 这 意 思 这 点 意 思 黄 海 蛟 知 道 了 巧 云 也 知 道 不 然 他 们 老 到 淖 东 头 来 回 晃 摇 是 干 什 么 呢 但 是 巧 云 没 怎 么 往 心 里 去,qia3o yu2n shi2 liu4 le ga1i zha1ng luo2 zhe zi4 ji3 de shi4 le she2i jia1 hui4 ba3 zhe4 duo3 hua1 yi2ng zo3u ne ka4ng fa2ng de la3o da4 jia1ng fa1ng de la3o e4r xia1n huo4 xi2ng de la3o sa1n ta1 men do1u yo3u zhe4 yi4 si1 zhe4 dia3n yi4 si1 hua2ng ha3i jia1o zhi1 da4o le qia3o yu2n ye3 zhi1 da4o bu4 ra2n ta1 men la3o da4o na4o do1ng to2u la2i hui2 hua3ng ya2o shi4 ga4n she2n me ne da4n shi4 qia3o yu2n me2i ze3n me wa3ng xi1n li3 qu4
